from,to,gender,age,rate,ratemavg
AK,KS,f,95-99,0,0
AK,KY,m,00-04,0.002907904,0.002907904
AK,KY,m,05-09,0.000707068,0.001807486
AK,KY,m,10-14,0.00170056,0.001771844
AK,KY,m,15-19,0.000775282,0.00106097
AK,KY,m,20-24,0.001440377,0.001305406
AK,KY,m,25-29,0.000576321,0.00093066
AK,KY,m,30-34,0,0.000672233
AK,KY,m,35-39,0.000737565,0.000437962
AK,KY,m,40-44,0.000362068,0.000366544
AK,KY,m,45-49,0.000885878,0.000661837
AK,KY,m,50-54,0.000179192,0.000475713
AK,KY,m,55-59,0,0.000355023
AK,KY,m,60-64,0,5.97E-05
AK,KY,m,65-69,0,0
AK,KY,m,70-74,0.001304863,0.000434954
AK,KY,m,75-79,0,0.000434954
AK,KY,m,80-84,0,0.000434954
AK,KY,m,85-89,0,0
AK,KY,m,90-94,0,0
AK,KY,m,95-99,0,0
AK,KY,f,00-04,0.000172518,0.000172518
AK,KY,f,05-09,0.000601263,0.00038689
AK,KY,f,10-14,0.000553288,0.000442356
AK,KY,f,15-19,0,0.00038485
AK,KY,f,20-24,0.001970587,0.000841292
AK,KY,f,25-29,0.000779103,0.000916563
AK,KY,f,30-34,0.001129225,0.001292972
AK,KY,f,35-39,0.000693606,0.000867311
AK,KY,f,40-44,0.000279815,0.000700882
AK,KY,f,45-49,0.000252739,0.00040872
AK,KY,f,50-54,0.00036197,0.000298175
AK,KY,f,55-59,0,0.000204903
AK,KY,f,60-64,0,0.000120657
AK,KY,f,65-69,0,0
AK,KY,f,70-74,0,0
AK,KY,f,75-79,0,0
AK,KY,f,80-84,0,0
AK,KY,f,85-89,0,0
AK,KY,f,90-94,0,0
AK,KY,f,95-99,0,0
AK,LA,m,00-04,0.001447868,0.001447868
AK,LA,m,05-09,0.000227272,0.00083757
AK,LA,m,10-14,0,0.00055838
AK,LA,m,15-19,0.000508779,0.00024535
AK,LA,m,20-24,0.000584209,0.000364329
AK,LA,m,25-29,0.001337066,0.000810018
AK,LA,m,30-34,0.000644359,0.000855211
AK,LA,m,35-39,0.001316048,0.001099157
AK,LA,m,40-44,0.000995687,0.000985365
AK,LA,m,45-49,0.00032904,0.000880258
AK,LA,m,50-54,0.000776497,0.000700408
AK,LA,m,55-59,0.000546179,0.000550572
AK,LA,m,60-64,0,0.000440892
AK,LA,m,65-69,0,0.00018206
AK,LA,m,70-74,0,0
AK,LA,m,75-79,0,0
AK,LA,m,80-84,0,0
AK,LA,m,85-89,0,0
AK,LA,m,90-94,0,0
AK,LA,m,95-99,0,0
AK,LA,f,00-04,0.00086259,0.00086259
AK,LA,f,05-09,9.78799E-05,0.000480235
AK,LA,f,10-14,0.000434726,0.000465065
AK,LA,f,15-19,0.000200634,0.000244413
AK,LA,f,20-24,0.000302157,0.000312505
AK,LA,f,25-29,0.002064622,0.000855804
AK,LA,f,30-34,0.000527949,0.000964909
AK,LA,f,35-39,0.000738841,0.001110471
AK,LA,f,40-44,0.000881418,0.000716069
AK,LA,f,45-49,0.000598593,0.000739617
AK,LA,f,50-54,0,0.000493337
AK,LA,f,55-59,0,0.000199531
AK,LA,f,60-64,0,0
AK,LA,f,65-69,0,0
AK,LA,f,70-74,0.000296648,9.88828E-05
AK,LA,f,75-79,0,9.88828E-05
AK,LA,f,80-84,0,9.88828E-05
AK,LA,f,85-89,0,0
AK,LA,f,90-94,0,0
AK,LA,f,95-99,0,0
AK,MA,m,00-04,0.000851687,0.000851687
AK,MA,m,05-09,0,0.000425844
AK,MA,m,10-14,0.001332528,0.000728072
AK,MA,m,15-19,0.000557234,0.000629921
AK,MA,m,20-24,0.002356981,0.001415581
AK,MA,m,25-29,0.002374444,0.001762887
AK,MA,m,30-34,0.003221793,0.002651073
AK,MA,m,35-39,0.003702288,0.003099509
AK,MA,m,40-44,0.000465516,0.002463199
AK,MA,m,45-49,0.000455594,0.001541133
AK,MA,m,50-54,0.000788443,0.000569851
AK,MA,m,55-59,0.000299098,0.000514379
AK,MA,m,60-64,0.000997776,0.000695106
AK,MA,m,65-69,0,0.000432291
AK,MA,m,70-74,0,0.000332592
AK,MA,m,75-79,0,0
AK,MA,m,80-84,0,0
AK,MA,m,85-89,0,0
AK,MA,m,90-94,0,0
AK,MA,m,95-99,0,0
AK,MA,f,00-04,0.005082643,0.005082643
AK,MA,f,05-09,0,0.002541322
AK,MA,f,10-14,0.000184429,0.001755691
AK,MA,f,15-19,0,6.15E-05
AK,MA,f,20-24,0.004322154,0.001502194
AK,MA,f,25-29,0.002311338,0.002211164
AK,MA,f,30-34,0.002991713,0.003208402
AK,MA,f,35-39,0,0.001767684
AK,MA,f,40-44,0.000321787,0.0011045
AK,MA,f,45-49,0.000625197,0.000315661
AK,MA,f,50-54,0.000749795,0.000565593
AK,MA,f,55-59,0,0.000458331
AK,MA,f,60-64,0.000507645,0.000419147
AK,MA,f,65-69,0,0.000169215
AK,MA,f,70-74,0,0.000169215
AK,MA,f,75-79,0.004998093,0.001666031
AK,MA,f,80-84,0,0.001666031
AK,MA,f,85-89,0,0.001666031
AK,MA,f,90-94,0,0
AK,MA,f,95-99,0,0
AK,MD,m,00-04,0.000863854,0.000863854
AK,MD,m,05-09,0.00280302,0.001833437
AK,MD,m,10-14,0.001675178,0.001780684
AK,MD,m,15-19,0.000387641,0.001621947
AK,MD,m,20-24,0.001692192,0.00125167
AK,MD,m,25-29,0.001095011,0.001058281
AK,MD,m,30-34,0.00145967,0.001415624
AK,MD,m,35-39,0.004454315,0.002336332
AK,MD,m,40-44,0.000607757,0.002173914
AK,MD,m,45-49,0.000759324,0.001940465
AK,MD,m,50-54,0.000872066,0.000746382
AK,MD,m,55-59,0,0.000543797
AK,MD,m,60-64,0,0.000290689
AK,MD,m,65-69,0,0
AK,MD,m,70-74,0,0
AK,MD,m,75-79,0,0
AK,MD,m,80-84,0,0
AK,MD,m,85-89,0,0
AK,MD,m,90-94,0.023726871,0.002176147
AK,MD,m,95-99,0,0.002176147
AK,MD,f,00-04,0.000915672,0.000915672
AK,MD,f,05-09,0.003271987,0.002093829
AK,MD,f,10-14,0.0004479,0.001545186
AK,MD,f,15-19,0.000601901,0.001440596
AK,MD,f,20-24,0.004663722,0.001904507
AK,MD,f,25-29,0.003116411,0.002794011
AK,MD,f,30-34,0.000821255,0.002867129
AK,MD,f,35-39,0.00224668,0.002061448
AK,MD,f,40-44,0.000671556,0.001246497
AK,MD,f,45-49,0,0.000972745
AK,MD,f,50-54,0.000387825,0.000353127
AK,MD,f,55-59,0.000548205,0.00031201
AK,MD,f,60-64,0.002206305,0.001047445
AK,MD,f,65-69,0,0.00091817
AK,MD,f,70-74,0,0.000735435
AK,MD,f,75-79,0,0
AK,MD,f,80-84,0,0
AK,MD,f,85-89,0,0
AK,MD,f,90-94,0.007260899,0.001012105
AK,MD,f,95-99,0,0.001012105
AK,ME,m,00-04,0,0
AK,ME,m,05-09,0,0
AK,ME,m,10-14,0,0
AK,ME,m,15-19,0,0
AK,ME,m,20-24,0.000412975,0.000137658
AK,ME,m,25-29,0.00129096,0.000567978
AK,ME,m,30-34,0,0.000567978
AK,ME,m,35-39,0.000144621,0.000478527
AK,ME,m,40-44,0,4.82E-05
AK,ME,m,45-49,0.000594804,0.000246475
AK,ME,m,50-54,0,0.000198268
AK,ME,m,55-59,0.000273089,0.000289298
AK,ME,m,60-64,8.45573E-05,0.000119216
AK,ME,m,65-69,0,0.000119216
AK,ME,m,70-74,0,2.82E-05
AK,ME,m,75-79,0,0
AK,ME,m,80-84,0,0
AK,ME,m,85-89,0,0
AK,ME,m,90-94,0,0
AK,ME,m,95-99,0,0
AK,ME,f,00-04,0.000995296,0.000995296
AK,ME,f,05-09,0.000475417,0.000735356
AK,ME,f,10-14,0.000131735,0.000534149
AK,ME,f,15-19,0.000187258,0.000264803
AK,ME,f,20-24,0.000367843,0.000228945
AK,ME,f,25-29,0.000337611,0.000297571
AK,ME,f,30-34,0.000161318,0.000288924
AK,ME,f,35-39,0.000392038,0.000296989
AK,ME,f,40-44,0,0.000184452
AK,ME,f,45-49,0,0.000130679
AK,ME,f,50-54,0,0
AK,ME,f,55-59,0.000274103,9.13676E-05
AK,ME,f,60-64,0.000117149,0.000130417
AK,ME,f,65-69,0,0.000130417
AK,ME,f,70-74,0.001285476,0.000467542
AK,ME,f,75-79,0,0.000428492
AK,ME,f,80-84,0,0.000428492
AK,ME,f,85-89,0,0
AK,ME,f,90-94,0,0
AK,ME,f,95-99,0,0
AK,MI,m,00-04,0.001971048,0.001971048
AK,MI,m,05-09,0.000378787,0.001174917
AK,MI,m,10-14,0.001979756,0.001443197
AK,MI,m,15-19,0.001804954,0.001387832
AK,MI,m,20-24,0.00153103,0.001771914
AK,MI,m,25-29,0.005705582,0.003013856
AK,MI,m,30-34,0.001078314,0.002771642
AK,MI,m,35-39,0.001243737,0.002675878
AK,MI,m,40-44,0.00090517,0.001075741
AK,MI,m,45-49,0.000291074,0.000813327
AK,MI,m,50-54,0.000573413,0.000589886
AK,MI,m,55-59,0.001339438,0.000734642
AK,MI,m,60-64,0.001234537,0.001049129
AK,MI,m,65-69,0.000229692,0.000934556
AK,MI,m,70-74,0,0.000488076
AK,MI,m,75-79,0,7.65641E-05
AK,MI,m,80-84,0,0
AK,MI,m,85-89,0,0
AK,MI,m,90-94,0,0
AK,MI,m,95-99,0,0
AK,MI,f,00-04,0.001977321,0.001977321
AK,MI,f,05-09,0.002572844,0.002275083
AK,MI,f,10-14,0.001001187,0.001850451
AK,MI,f,15-19,0.002180218,0.001918083
AK,MI,f,20-24,0.001353136,0.001511514
AK,MI,f,25-29,0.001428355,0.001653903
AK,MI,f,30-34,0.002405103,0.001728865
AK,MI,f,35-39,0.001749093,0.00186085
AK,MI,f,40-44,0.001804808,0.001986334
AK,MI,f,45-49,0.000984352,0.001512751
AK,MI,f,50-54,0.002055472,0.001614877
AK,MI,f,55-59,0.000403941,0.001147922
AK,MI,f,60-64,9.76241E-05,0.000852346
AK,MI,f,65-69,0.000465568,0.000322378
AK,MI,f,70-74,0,0.000187731
AK,MI,f,75-79,0,0.000155189
AK,MI,f,80-84,0.000272247,9.07489E-05
AK,MI,f,85-89,0,9.07489E-05
AK,MI,f,90-94,0.018878336,0.002722221
AK,MI,f,95-99,0,0.002631473
AK,MN,m,00-04,0.000194671,0.000194671
AK,MN,m,05-09,0.001161612,0.000678142
AK,MN,m,10-14,0.000583774,0.000646686
AK,MN,m,15-19,0.001235606,0.000993664
AK,MN,m,20-24,0.001168418,0.000995933
AK,MN,m,25-29,0.000852956,0.00108566
AK,MN,m,30-34,0.002393332,0.001471569
AK,MN,m,35-39,0.001041269,0.001429185
AK,MN,m,40-44,0.001228445,0.001554349
AK,MN,m,45-49,0.003214472,0.001828062
AK,MN,m,50-54,0.00086012,0.001767679
AK,MN,m,55-59,0,0.001358197
AK,MN,m,60-64,0,0.000286707
AK,MN,m,65-69,0,0
AK,MN,m,70-74,0.003479634,0.001159878
AK,MN,m,75-79,0,0.001159878
AK,MN,m,80-84,0,0.001159878
AK,MN,m,85-89,0,0
AK,MN,m,90-94,0,0
AK,MN,m,95-99,0,0
AK,MN,f,00-04,0.000371577,0.000371577
AK,MN,f,05-09,0.00039152,0.000381548
AK,MN,f,10-14,0.000368858,0.000377318
AK,MN,f,15-19,0.000280887,0.000347088
AK,MN,f,20-24,0.00114294,0.000597562
AK,MN,f,25-29,0.000662237,0.000695355
AK,MN,f,30-34,0.00058661,0.000797263
AK,MN,f,35-39,0.000603135,0.000617328
AK,MN,f,40-44,0.003385763,0.00152517
AK,MN,f,45-49,0.000279343,0.001422747
AK,MN,f,50-54,0.00041368,0.001359595
AK,MN,f,55-59,0,0.000231008
AK,MN,f,60-64,0.000780993,0.000398224
AK,MN,f,65-69,0.002822506,0.001201166
AK,MN,f,70-74,0,0.001201166
AK,MN,f,75-79,0,0.000940835
AK,MN,f,80-84,0.007078414,0.002359471
AK,MN,f,85-89,0,0.002359471
AK,MN,f,90-94,0,0.002359471
AK,MN,f,95-99,0,0
AK,MO,m,00-04,0.001423534,0.001423534
AK,MO,m,05-09,0.000896461,0.001159998
AK,MO,m,10-14,0.001434054,0.00125135
AK,MO,m,15-19,0.000690486,0.001007
AK,MO,m,20-24,0.000946821,0.001023787
AK,MO,m,25-29,0.002005599,0.001214302
AK,MO,m,30-34,0.001157216,0.001369879
AK,MO,m,35-39,0.001605289,0.001589368
AK,MO,m,40-44,0.001008618,0.001257041
AK,MO,m,45-49,0.001746445,0.001453451
AK,MO,m,50-54,7.16767E-05,0.000942247
AK,MO,m,55-59,0.000104034,0.000640719
AK,MO,m,60-64,5.07E-05,7.54817E-05
AK,MO,m,65-69,0.000631654,0.000262141
AK,MO,m,70-74,0,0.000227463
AK,MO,m,75-79,0,0.000210551
AK,MO,m,80-84,0,0
AK,MO,m,85-89,0,0
AK,MO,m,90-94,0,0
AK,MO,m,95-99,0,0
AK,MO,f,00-04,0.001260708,0.001260708
AK,MO,f,05-09,0.002125393,0.001693051
AK,MO,f,10-14,0.002608356,0.001998152
AK,MO,f,15-19,0.000722281,0.001818677
AK,MO,f,20-24,0.001891763,0.0017408
AK,MO,f,25-29,0.001830891,0.001481645
AK,MO,f,30-34,0.00083592,0.001519525
AK,MO,f,35-39,0.001764171,0.001476994
AK,MO,f,40-44,0,0.000866697
AK,MO,f,45-49,0.000638499,0.00080089
AK,MO,f,50-54,0.002624282,0.001087594
AK,MO,f,55-59,0.000100985,0.001121255
AK,MO,f,60-64,0.000273347,0.000999538
AK,MO,f,65-69,0,0.000124778
AK,MO,f,70-74,0,9.11158E-05
AK,MO,f,75-79,0,0
AK,MO,f,80-84,0,0
AK,MO,f,85-89,0,0
AK,MO,f,90-94,0,0
AK,MO,f,95-99,0,0
AK,MS,m,00-04,0,0
AK,MS,m,05-09,8.83835E-05,4.42E-05
AK,MS,m,10-14,7.61445E-05,5.48E-05
AK,MS,m,15-19,0.001175037,0.000446522
AK,MS,m,20-24,0,0.000417061
AK,MS,m,25-29,0,0.000391679
AK,MS,m,30-34,0.000407655,0.000135885
AK,MS,m,35-39,0.000144621,0.000184092
AK,MS,m,40-44,0.001836202,0.000796159
AK,MS,m,45-49,0,0.000660274
AK,MS,m,50-54,5.97E-05,0.000631978
AK,MS,m,55-59,0.000390128,0.000149953
AK,MS,m,60-64,0,0.000149953
AK,MS,m,65-69,0,0.000130043
AK,MS,m,70-74,0,0
AK,MS,m,75-79,0,0
AK,MS,m,80-84,0,0
AK,MS,m,85-89,0,0
AK,MS,m,90-94,0,0
AK,MS,m,95-99,0,0
AK,MS,f,00-04,0,0
AK,MS,f,05-09,0,0
AK,MS,f,10-14,0.001093402,0.000364467
AK,MS,f,15-19,0.001083421,0.000725608
AK,MS,f,20-24,0.002009999,0.001395607
AK,MS,f,25-29,0.000610297,0.001234572
AK,MS,f,30-34,0,0.000873432
AK,MS,f,35-39,0.000874546,0.000494948
AK,MS,f,40-44,8.39445E-05,0.000319497
AK,MS,f,45-49,0,0.000319497
AK,MS,f,50-54,0.000491245,0.00019173
AK,MS,f,55-59,0,0.000163748
AK,MS,f,60-64,0,0.000163748
AK,MS,f,65-69,0,0
AK,MS,f,70-74,0,0
AK,MS,f,75-79,0,0
AK,MS,f,80-84,0,0
AK,MS,f,85-89,0,0
AK,MS,f,90-94,0,0
AK,MS,f,95-99,0,0
AK,MT,m,00-04,0.000170337,0.000170337
AK,MT,m,05-09,0,8.51687E-05
AK,MT,m,10-14,0.000545702,0.00023868
AK,MT,m,15-19,0.001586906,0.000710869
AK,MT,m,20-24,0.002528215,0.001553608
AK,MT,m,25-29,0.000472584,0.001529235
AK,MT,m,30-34,0,0.001000266
AK,MT,m,35-39,0.000650793,0.000374459
AK,MT,m,40-44,0.000982756,0.000544516
AK,MT,m,45-49,0.000202486,0.000612012
AK,MT,m,50-54,0.000250868,0.000478704
AK,MT,m,55-59,0.000962315,0.00047189
AK,MT,m,60-64,0.000101469,0.000438217
AK,MT,m,65-69,0,0.000354595
AK,MT,m,70-74,0.002653221,0.00091823
AK,MT,m,75-79,0,0.000884407
AK,MT,m,80-84,0,0.000884407
AK,MT,m,85-89,0,0
AK,MT,m,90-94,0,0
AK,MT,m,95-99,0,0
AK,MT,f,00-04,0,0
AK,MT,f,05-09,0.000545331,0.000272666
AK,MT,f,10-14,0.002358059,0.000967797
AK,MT,f,15-19,0.001832453,0.001578615
AK,MT,f,20-24,0.001681567,0.00195736
AK,MT,f,25-29,0.000285671,0.001266564
AK,MT,f,30-34,0.001334539,0.001100592
AK,MT,f,35-39,0.000271411,0.00063054
AK,MT,f,40-44,0.001706872,0.001104274
AK,MT,f,45-49,0,0.000659428
AK,MT,f,50-54,0.000646375,0.000784416
AK,MT,f,55-59,0.000678043,0.000441473
AK,MT,f,60-64,0.000214773,0.000513064
AK,MT,f,65-69,0.000902038,0.000598285
AK,MT,f,70-74,0.001928214,0.001015008
AK,MT,f,75-79,0,0.000943417
AK,MT,f,80-84,0.00245022,0.001459478
AK,MT,f,85-89,0,0.00081674
AK,MT,f,90-94,0.006389591,0.001707392
AK,MT,f,95-99,0,0.000890652
AK,NC,m,00-04,0.004100266,0.004100266
AK,NC,m,05-09,0.000681816,0.002391041
AK,NC,m,10-14,0.003439192,0.002740424
AK,NC,m,15-19,0.000460324,0.00152711
AK,NC,m,20-24,0.003656342,0.002518619
AK,NC,m,25-29,0.003699984,0.00260555
AK,NC,m,30-34,0.003195493,0.003517273
AK,NC,m,35-39,0.001532979,0.002809485
AK,NC,m,40-44,0.001900857,0.002209776
AK,NC,m,45-49,0.00173379,0.001722542
AK,NC,m,50-54,0.000453952,0.001362867
AK,NC,m,55-59,0.000169055,0.000785599
AK,NC,m,60-64,0.00093013,0.000517713
AK,NC,m,65-69,0,0.000366395
AK,NC,m,70-74,0,0.000310043
AK,NC,m,75-79,0.000304607,0.000101536
AK,NC,m,80-84,0,0.000101536
AK,NC,m,85-89,0,0.000101536
AK,NC,m,90-94,0,0
AK,NC,m,95-99,0,0
AK,NC,f,00-04,0.001804803,0.001804803
AK,NC,f,05-09,0.001356336,0.00158057
AK,NC,f,10-14,0.001080228,0.001413789
AK,NC,f,15-19,0.002059838,0.001498801
AK,NC,f,20-24,0.003323723,0.002154596
AK,NC,f,25-29,0.004103274,0.003162278
AK,NC,f,30-34,0.002331777,0.003252925
AK,NC,f,35-39,0.002276836,0.002903962
AK,NC,f,40-44,0.00074151,0.001783374
AK,NC,f,45-49,0.001104071,0.001374139
AK,NC,f,50-54,0.001215185,0.001020255
AK,NC,f,55-59,0.000952146,0.001090467
AK,NC,f,60-64,0.001542461,0.001236597
AK,NC,f,65-69,0.003317171,0.001937259
AK,NC,f,70-74,0.004004753,0.002954795
AK,NC,f,75-79,0,0.002440641
AK,NC,f,80-84,0,0.001334918
AK,NC,f,85-89,0,0
AK,NC,f,90-94,0,0
AK,NC,f,95-99,0,0
AK,ND,m,00-04,0,0
AK,ND,m,05-09,8.83835E-05,4.42E-05
AK,ND,m,10-14,0.000545702,0.000211362
AK,ND,m,15-19,0.000157479,0.000263855
AK,ND,m,20-24,0.001087837,0.000597006
AK,ND,m,25-29,0.001314013,0.00085311
AK,ND,m,30-34,0.000920512,0.001107454
AK,ND,m,35-39,0.000289241,0.000841256
AK,ND,m,40-44,0,0.000403251
AK,ND,m,45-49,0.000354351,0.000214531
AK,ND,m,50-54,0,0.000118117
AK,ND,m,55-59,0,0.000118117
AK,ND,m,60-64,0,0
AK,ND,m,65-69,0,0
AK,ND,m,70-74,0,0
AK,ND,m,75-79,0,0
AK,ND,m,80-84,0,0
AK,ND,m,85-89,0,0
AK,ND,m,90-94,0,0
AK,ND,m,95-99,0,0
AK,ND,f,00-04,0.000557366,0.000557366
AK,ND,f,05-09,0,0.000278683
AK,ND,f,10-14,0.000368858,0.000308741
AK,ND,f,15-19,0.000347765,0.000238874
AK,ND,f,20-24,0.001747254,0.000821292
AK,ND,f,25-29,0.000142835,0.000745951
AK,ND,f,30-34,0.000351966,0.000747352
AK,ND,f,35-39,0.000286489,0.00026043
AK,ND,f,40-44,0.000167889,0.000268782
AK,ND,f,45-49,0,0.000151459
AK,ND,f,50-54,0.000142202,0.000103364
AK,ND,f,55-59,0,4.74E-05
AK,ND,f,60-64,0,4.74E-05
AK,ND,f,65-69,0,0
AK,ND,f,70-74,0,0
AK,ND,f,75-79,0,0
AK,ND,f,80-84,0,0
AK,ND,f,85-89,0,0
AK,ND,f,90-94,0,0
AK,ND,f,95-99,0,0
AK,NE,m,00-04,0.000657016,0.000657016
AK,NE,m,05-09,0.001325753,0.000991384
AK,NE,m,10-14,0.001002569,0.000995113
AK,NE,m,15-19,0.0003513,0.000893207
AK,NE,m,20-24,0,0.00045129
AK,NE,m,25-29,0.001233328,0.000528209
AK,NE,m,30-34,0.000118352,0.00045056
AK,NE,m,35-39,0.001041269,0.000797649
AK,NE,m,40-44,0,0.00038654
AK,NE,m,45-49,0,0.00034709
AK,NE,m,50-54,0,0
AK,NE,m,55-59,6.50E-05,2.17E-05
AK,NE,m,60-64,0.000845573,0.000303531
AK,NE,m,65-69,0,0.000303531
AK,NE,m,70-74,0.000217477,0.00035435
AK,NE,m,75-79,0,7.24924E-05
AK,NE,m,80-84,0,7.24924E-05
AK,NE,m,85-89,0,0
AK,NE,m,90-94,0,0
AK,NE,m,95-99,0,0
AK,NE,f,00-04,0.000185789,0.000185789
AK,NE,f,05-09,0.001859719,0.001022754
AK,NE,f,10-14,0.000434726,0.000826745
AK,NE,f,15-19,0,0.000764815
AK,NE,f,20-24,0.000170784,0.000201837
AK,NE,f,25-29,0,5.69E-05
AK,NE,f,30-34,0.000571945,0.000247576
AK,NE,f,35-39,0.000542822,0.000371589
AK,NE,f,40-44,0.00018188,0.000432216
AK,NE,f,45-49,0,0.000241567
AK,NE,f,50-54,0.00067223,0.000284703
AK,NE,f,55-59,0.000346235,0.000339488
AK,NE,f,60-64,0,0.000339488
AK,NE,f,65-69,0.000669254,0.000338496
AK,NE,f,70-74,0.000247207,0.000305487
AK,NE,f,75-79,0,0.000305487
AK,NE,f,80-84,0,8.24023E-05
AK,NE,f,85-89,0,0
AK,NE,f,90-94,0,0
AK,NE,f,95-99,0,0
AK,NH,m,00-04,0,0
AK,NH,m,05-09,0.003207059,0.00160353
AK,NH,m,10-14,0,0.00106902
AK,NH,m,15-19,0,0.00106902
AK,NH,m,20-24,0.001762699,0.000587566
AK,NH,m,25-29,0.000899061,0.000887254
AK,NH,m,30-34,0.001814724,0.001492162
AK,NH,m,35-39,0,0.000904595
AK,NH,m,40-44,0,0.000604908
AK,NH,m,45-49,0,0
AK,NH,m,50-54,0,0
AK,NH,m,55-59,0,0
AK,NH,m,60-64,0,0
AK,NH,m,65-69,0,0
AK,NH,m,70-74,0,0
AK,NH,m,75-79,0,0
AK,NH,m,80-84,0,0
AK,NH,m,85-89,0,0
AK,NH,m,90-94,0,0
AK,NH,m,95-99,0,0
AK,NH,f,00-04,0.001287249,0.001287249
AK,NH,f,05-09,0,0.000643625
AK,NH,f,10-14,0,0.000429083
AK,NH,f,15-19,0,0
AK,NH,f,20-24,0.001116666,0.000372222
AK,NH,f,25-29,0.000311641,0.000476102
AK,NH,f,30-34,0.00197981,0.001136039
AK,NH,f,35-39,0,0.000763817
AK,NH,f,40-44,0,0.000659937
AK,NH,f,45-49,0,0
AK,NH,f,50-54,0,0
AK,NH,f,55-59,0,0
AK,NH,f,60-64,0,0
AK,NH,f,65-69,0,0
AK,NH,f,70-74,0,0
AK,NH,f,75-79,0,0
AK,NH,f,80-84,0,0
AK,NH,f,85-89,0,0
AK,NH,f,90-94,0,0
AK,NH,f,95-99,0,0
AK,NJ,m,00-04,0.000717851,0.000717851
AK,NJ,m,05-09,0.000404039,0.000560945
AK,NJ,m,10-14,0.000190361,0.000437417
AK,NJ,m,15-19,0.000629917,0.000408106
AK,NJ,m,20-24,0.000322322,0.000380867
AK,NJ,m,25-29,0.000472584,0.000474941
AK,NJ,m,30-34,0.001775274,0.000856727
AK,NJ,m,35-39,0.002603171,0.00161701
AK,NJ,m,40-44,0,0.001459482
AK,NJ,m,45-49,0.002619668,0.001740946
AK,NJ,m,50-54,0,0.000873223
AK,NJ,m,55-59,0,0.000873223
AK,NJ,m,60-64,0.001572766,0.000524255
AK,NJ,m,65-69,0.002727596,0.001433454
AK,NJ,m,70-74,0,0.001433454
AK,NJ,m,75-79,0,0.000909199
AK,NJ,m,80-84,0,0
AK,NJ,m,85-89,0,0
AK,NJ,m,90-94,0,0
AK,NJ,m,95-99,0,0
AK,NJ,f,00-04,0.000915672,0.000915672
AK,NJ,f,05-09,0,0.000457836
AK,NJ,f,10-14,0.000105388,0.000340353
AK,NJ,f,15-19,0.000762407,0.000289265
AK,NJ,f,20-24,0.001064117,0.000643971
AK,NJ,f,25-29,0.00010388,0.000643468
AK,NJ,f,30-34,0.001085229,0.000751076
AK,NJ,f,35-39,0.000497587,0.000562232
AK,NJ,f,40-44,0,0.000527605
AK,NJ,f,45-49,0.000638499,0.000378695
AK,NJ,f,50-54,0.000387825,0.000342108
AK,NJ,f,55-59,0.000187544,0.000404623
AK,NJ,f,60-64,0.000331922,0.00030243
AK,NJ,f,65-69,0.001658586,0.000726017
AK,NJ,f,70-74,0.001829332,0.00127328
AK,NJ,f,75-79,0,0.001162639
AK,NJ,f,80-84,0,0.000609777
AK,NJ,f,85-89,0,0
AK,NJ,f,90-94,0,0
AK,NJ,f,95-99,0,0
AK,NM,m,00-04,0.000693517,0.000693517
AK,NM,m,05-09,0.000378787,0.000536152
AK,NM,m,10-14,0,0.000357434
AK,NM,m,15-19,0.000593576,0.000324121
AK,NM,m,20-24,0.001601538,0.000731705
AK,NM,m,25-29,0.000760744,0.000985286
AK,NM,m,30-34,0.002708936,0.001690406
AK,NM,m,35-39,0.000882186,0.001450622
AK,NM,m,40-44,0.001202583,0.001597902
AK,NM,m,45-49,0,0.000694923
AK,NM,m,50-54,0.001027366,0.000743316
AK,NM,m,55-59,0.000351115,0.000459494
AK,NM,m,60-64,0,0.000459494
AK,NM,m,65-69,8.61346E-05,0.00014575
AK,NM,m,70-74,0,2.87E-05
AK,NM,m,75-79,0.002056096,0.000714077
AK,NM,m,80-84,0,0.000685365
AK,NM,m,85-89,0,0.000685365
AK,NM,m,90-94,0,0
AK,NM,m,95-99,0,0
AK,NM,f,00-04,0.00087586,0.00087586
AK,NM,f,05-09,0.000615245,0.000745553
AK,NM,f,10-14,0.000368858,0.000619988
AK,NM,f,15-19,0.001016543,0.000666882
AK,NM,f,20-24,0.000341568,0.000575657
AK,NM,f,25-29,0.002545069,0.00130106
AK,NM,f,30-34,0.00027864,0.001055092
AK,NM,f,35-39,0.001598309,0.001474006
AK,NM,f,40-44,0.000769492,0.000882147
AK,NM,f,45-49,0,0.000789267
AK,NM,f,50-54,0.000542955,0.000437482
AK,NM,f,55-59,0,0.000180985
AK,NM,f,60-64,0.000136674,0.000226543
AK,NM,f,65-69,0,4.56E-05
AK,NM,f,70-74,0,4.56E-05
AK,NM,f,75-79,0,0
AK,NM,f,80-84,0,0
AK,NM,f,85-89,0,0
AK,NM,f,90-94,0,0
AK,NM,f,95-99,0,0
AK,NV,m,00-04,0.001326199,0.001326199
AK,NV,m,05-09,0.001578277,0.001452238
AK,NV,m,10-14,0.001116785,0.00134042
AK,NV,m,15-19,0.000533007,0.001076023
AK,NV,m,20-24,0.000513701,0.000721164
AK,NV,m,25-29,0,0.000348903
AK,NV,m,30-34,0.004536811,0.001683504
AK,NV,m,35-39,0.001373896,0.001970236
AK,NV,m,40-44,0.000374999,0.002095235
AK,NV,m,45-49,0.002594357,0.001447751
AK,NV,m,50-54,0.002592306,0.001853887
