from,to,gender,age,rate,ratemavg
IL,WI,f,30-34,0.00151908,0.00224186
IL,WI,f,35-39,0.001167069,0.001564362
IL,WI,f,40-44,0.000644178,0.001110109
IL,WI,f,45-49,0.000736354,0.0008492
IL,WI,f,50-54,0.00060226,0.000660931
IL,WI,f,55-59,0.000555648,0.000631421
IL,WI,f,60-64,0.000832289,0.000663399
IL,WI,f,65-69,0.000379187,0.000589041
IL,WI,f,70-74,0.000386382,0.000532619
IL,WI,f,75-79,0.000603517,0.000456362
IL,WI,f,80-84,0.000386768,0.000458889
IL,WI,f,85-89,0.000559455,0.000465108
IL,WI,f,90-94,0.00040043,0.00033739
IL,WI,f,95-99,0.00E+00,0.000209796
IL,WV,m,00-04,0,0
IL,WV,m,05-09,1.47E-05,7.34E-06
IL,WV,m,10-14,5.68E-05,2.38E-05
IL,WV,m,15-19,0,2.38E-05
IL,WV,m,20-24,7.01946E-05,4.23E-05
IL,WV,m,25-29,7.44E-06,2.59E-05
IL,WV,m,30-34,3.14E-05,3.63E-05
IL,WV,m,35-39,3.21E-05,2.37E-05
IL,WV,m,40-44,6.16E-05,4.17E-05
IL,WV,m,45-49,3.69E-05,4.36E-05
IL,WV,m,50-54,2.39E-05,4.08E-05
IL,WV,m,55-59,4.15E-05,3.41E-05
IL,WV,m,60-64,2.89E-05,3.14E-05
IL,WV,m,65-69,3.11E-05,3.38E-05
IL,WV,m,70-74,0,2.00E-05
IL,WV,m,75-79,0,1.04E-05
IL,WV,m,80-84,0,0
IL,WV,m,85-89,0,0
IL,WV,m,90-94,0,0
IL,WV,m,95-99,0,0
IL,WV,f,00-04,0,0
IL,WV,f,05-09,1.04E-05,5.19E-06
IL,WV,f,10-14,1.41E-05,8.16E-06
IL,WV,f,15-19,5.31E-05,2.59E-05
IL,WV,f,20-24,6.84522E-05,4.52E-05
IL,WV,f,25-29,0,4.05E-05
IL,WV,f,30-34,9.33039E-05,5.39E-05
IL,WV,f,35-39,1.56E-05,3.63E-05
IL,WV,f,40-44,1.35E-05,4.08E-05
IL,WV,f,45-49,1.66E-05,1.52E-05
IL,WV,f,50-54,1.37E-05,1.46E-05
IL,WV,f,55-59,1.90E-05,1.64E-05
IL,WV,f,60-64,4.21E-05,2.49E-05
IL,WV,f,65-69,0,2.04E-05
IL,WV,f,70-74,0,1.40E-05
IL,WV,f,75-79,4.06E-05,1.35E-05
IL,WV,f,80-84,0,1.35E-05
IL,WV,f,85-89,0,1.35E-05
IL,WV,f,90-94,0,0
IL,WV,f,95-99,0,0
IL,WY,m,00-04,0,0
IL,WY,m,05-09,0,0
IL,WY,m,10-14,0,0
IL,WY,m,15-19,8.76909E-05,2.92E-05
IL,WY,m,20-24,0.000130045,7.25785E-05
IL,WY,m,25-29,3.50E-05,8.42308E-05
IL,WY,m,30-34,3.83E-05,6.77626E-05
IL,WY,m,35-39,3.06E-05,3.46E-05
IL,WY,m,40-44,2.21E-05,3.03E-05
IL,WY,m,45-49,3.84E-05,3.04E-05
IL,WY,m,50-54,0,2.02E-05
IL,WY,m,55-59,0,1.28E-05
IL,WY,m,60-64,1.14E-05,3.79E-06
IL,WY,m,65-69,0,3.79E-06
IL,WY,m,70-74,0,3.79E-06
IL,WY,m,75-79,0,0
IL,WY,m,80-84,0,0
IL,WY,m,85-89,0,0
IL,WY,m,90-94,0,0
IL,WY,m,95-99,0,0
IL,WY,f,00-04,1.74E-05,1.74E-05
IL,WY,f,05-09,2.96E-05,2.35E-05
IL,WY,f,10-14,0,1.56E-05
IL,WY,f,15-19,2.43E-05,1.79E-05
IL,WY,f,20-24,4.61E-05,2.35E-05
IL,WY,f,25-29,0,2.35E-05
IL,WY,f,30-34,1.77E-05,2.13E-05
IL,WY,f,35-39,0,5.91E-06
IL,WY,f,40-44,4.57E-05,2.12E-05
IL,WY,f,45-49,1.08E-05,1.89E-05
IL,WY,f,50-54,0,1.89E-05
IL,WY,f,55-59,2.37E-05,1.15E-05
IL,WY,f,60-64,0,7.90E-06
IL,WY,f,65-69,0,7.90E-06
IL,WY,f,70-74,0,0
IL,WY,f,75-79,0,0
IL,WY,f,80-84,0,0
IL,WY,f,85-89,0,0
IL,WY,f,90-94,0,0
IL,WY,f,95-99,0,0
IN,AK,m,00-04,0,0
IN,AK,m,05-09,6.65E-05,3.32E-05
IN,AK,m,10-14,0,2.22E-05
IN,AK,m,15-19,3.06E-05,3.24E-05
IN,AK,m,20-24,0.000108537,4.64E-05
IN,AK,m,25-29,0,4.64E-05
IN,AK,m,30-34,6.82954E-05,5.89E-05
IN,AK,m,35-39,0,2.28E-05
IN,AK,m,40-44,7.72E-06,2.53E-05
IN,AK,m,45-49,0,2.57E-06
IN,AK,m,50-54,0,2.57E-06
IN,AK,m,55-59,1.63E-05,5.42E-06
IN,AK,m,60-64,0.000218778,7.83509E-05
IN,AK,m,65-69,0,7.83509E-05
IN,AK,m,70-74,0,7.29261E-05
IN,AK,m,75-79,0,0
IN,AK,m,80-84,0,0
IN,AK,m,85-89,0,0
IN,AK,m,90-94,0,0
IN,AK,m,95-99,0,0
IN,AK,f,00-04,8.57786E-05,8.57786E-05
IN,AK,f,05-09,0,4.29E-05
IN,AK,f,10-14,0,2.86E-05
IN,AK,f,15-19,4.10E-05,1.37E-05
IN,AK,f,20-24,0.00012177,5.42E-05
IN,AK,f,25-29,7.36896E-05,7.88082E-05
IN,AK,f,30-34,0,6.52E-05
IN,AK,f,35-39,0,2.46E-05
IN,AK,f,40-44,9.12E-06,3.04E-06
IN,AK,f,45-49,6.81088E-05,2.57E-05
IN,AK,f,50-54,1.85E-05,3.19E-05
IN,AK,f,55-59,0,2.89E-05
IN,AK,f,60-64,1.47E-05,1.11E-05
IN,AK,f,65-69,0,4.90E-06
IN,AK,f,70-74,0,4.90E-06
IN,AK,f,75-79,0,0
IN,AK,f,80-84,0,0
IN,AK,f,85-89,0,0
IN,AK,f,90-94,0,0
IN,AK,f,95-99,0,0
IN,AL,m,00-04,6.77022E-05,6.77022E-05
IN,AL,m,05-09,0.000268945,0.000168324
IN,AL,m,10-14,0.000352003,0.00022955
IN,AL,m,15-19,0.000213914,0.000278288
IN,AL,m,20-24,0.000485558,0.000350492
IN,AL,m,25-29,0.000418783,0.000372752
IN,AL,m,30-34,0.000455303,0.000453215
IN,AL,m,35-39,0.000278633,0.00038424
IN,AL,m,40-44,0.000231559,0.000321832
IN,AL,m,45-49,0.000114542,0.000208245
IN,AL,m,50-54,0.000380565,0.000242222
IN,AL,m,55-59,0.000146468,0.000213858
IN,AL,m,60-64,6.45E-05,0.000197165
IN,AL,m,65-69,0.000173071,0.000128
IN,AL,m,70-74,0.000170612,0.000136048
IN,AL,m,75-79,0.000129537,0.00015774
IN,AL,m,80-84,0,0.00010005
IN,AL,m,85-89,0,4.32E-05
IN,AL,m,90-94,0,0
IN,AL,m,95-99,0,0
IN,AL,f,00-04,0.000621101,0.000621101
IN,AL,f,05-09,0.000188734,0.000404917
IN,AL,f,10-14,0.000133879,0.000314571
IN,AL,f,15-19,0.000463782,0.000262131
IN,AL,f,20-24,0.000178987,0.000258883
IN,AL,f,25-29,0.000406895,0.000349888
IN,AL,f,30-34,0.000380747,0.00032221
IN,AL,f,35-39,6.99466E-05,0.000285863
IN,AL,f,40-44,0.000421228,0.000290641
IN,AL,f,45-49,0.000224614,0.000238596
IN,AL,f,50-54,0.000152023,0.000265955
IN,AL,f,55-59,8.44685E-05,0.000153702
IN,AL,f,60-64,0.000176223,0.000137571
IN,AL,f,65-69,9.86918E-05,0.000119794
IN,AL,f,70-74,0.000278385,0.000184433
IN,AL,f,75-79,4.85E-05,0.00014187
IN,AL,f,80-84,0.000123315,0.000150078
IN,AL,f,85-89,9.12E-05,7.91489E-05
IN,AL,f,90-94,0,6.30E-05
IN,AL,f,95-99,0,2.19E-05
IN,AR,m,00-04,6.31E-05,6.31E-05
IN,AR,m,05-09,3.84E-05,5.08E-05
IN,AR,m,10-14,1.45E-05,3.87E-05
IN,AR,m,15-19,8.47321E-05,4.59E-05
IN,AR,m,20-24,5.86E-05,5.26E-05
IN,AR,m,25-29,0.000121684,8.83229E-05
IN,AR,m,30-34,6.50E-05,8.176E-05
IN,AR,m,35-39,0.000191661,0.000126129
IN,AR,m,40-44,9.87985E-05,0.000118501
IN,AR,m,45-49,3.67E-05,0.000109057
IN,AR,m,50-54,4.92E-05,6.16E-05
IN,AR,m,55-59,5.37E-05,4.65E-05
IN,AR,m,60-64,0,3.43E-05
IN,AR,m,65-69,0,1.79E-05
IN,AR,m,70-74,0,0
IN,AR,m,75-79,0,0
IN,AR,m,80-84,8.43669E-05,2.81E-05
IN,AR,m,85-89,0,2.81E-05
IN,AR,m,90-94,0.000562344,8.55893E-05
IN,AR,m,95-99,0,5.75E-05
IN,AR,f,00-04,6.04E-05,6.04E-05
IN,AR,f,05-09,0.000112013,8.61877E-05
IN,AR,f,10-14,8.51955E-05,8.5857E-05
IN,AR,f,15-19,0.000159471,0.000118893
IN,AR,f,20-24,0.00014231,0.000128992
IN,AR,f,25-29,0.000198642,0.000166807
IN,AR,f,30-34,0.000121445,0.000154132
IN,AR,f,35-39,8.94665E-05,0.000136518
IN,AR,f,40-44,0.000205292,0.000138734
IN,AR,f,45-49,2.46E-05,0.000106464
IN,AR,f,50-54,0,7.66423E-05
IN,AR,f,55-59,0,8.21E-06
IN,AR,f,60-64,7.34E-06,2.45E-06
IN,AR,f,65-69,1.88E-05,8.71E-06
IN,AR,f,70-74,6.66E-05,3.09E-05
IN,AR,f,75-79,0,2.85E-05
IN,AR,f,80-84,0.000242063,0.000102878
IN,AR,f,85-89,0,8.06877E-05
IN,AR,f,90-94,0,8.06877E-05
IN,AR,f,95-99,0,0
IN,AZ,m,00-04,0.000338511,0.000338511
IN,AZ,m,05-09,0.000255646,0.000297079
IN,AZ,m,10-14,0.000140512,0.00024489
IN,AZ,m,15-19,0.000554231,0.000316796
IN,AZ,m,20-24,0.000858296,0.00051768
IN,AZ,m,25-29,0.000429845,0.000614124
IN,AZ,m,30-34,0.001100858,0.000796333
IN,AZ,m,35-39,0.00056693,0.000699211
IN,AZ,m,40-44,0.000534129,0.000733972
IN,AZ,m,45-49,0.000326005,0.000475688
IN,AZ,m,50-54,0.000134572,0.000331569
IN,AZ,m,55-59,0.000253878,0.000238152
IN,AZ,m,60-64,0.000412163,0.000266871
IN,AZ,m,65-69,0.000159959,0.000275333
IN,AZ,m,70-74,0.000526355,0.000366159
IN,AZ,m,75-79,0.00081708,0.000501131
IN,AZ,m,80-84,0.000569476,0.000637637
IN,AZ,m,85-89,0,0.000462185
IN,AZ,m,90-94,0.000656068,0.00025687
IN,AZ,m,95-99,0,6.70448E-05
IN,AZ,f,00-04,0.000395535,0.000395535
IN,AZ,f,05-09,0.000573874,0.000484704
IN,AZ,f,10-14,0.000400115,0.000456508
IN,AZ,f,15-19,0.000302848,0.000425612
IN,AZ,f,20-24,0.000463606,0.000388856
IN,AZ,f,25-29,0.000373254,0.000379903
IN,AZ,f,30-34,0.000817293,0.000551385
IN,AZ,f,35-39,0.00030256,0.000497702
IN,AZ,f,40-44,0.000319343,0.000479732
IN,AZ,f,45-49,0.000157955,0.000259952
IN,AZ,f,50-54,0.000393555,0.000290284
IN,AZ,f,55-59,0.00028105,0.00027752
IN,AZ,f,60-64,0.00033776,0.000337455
IN,AZ,f,65-69,0.000507558,0.000375456
IN,AZ,f,70-74,0.000360085,0.000401801
IN,AZ,f,75-79,0.000608538,0.00049206
IN,AZ,f,80-84,0.000260332,0.000409651
IN,AZ,f,85-89,0.000280208,0.000356783
IN,AZ,f,90-94,0,0.000153937
IN,AZ,f,95-99,0,6.71598E-05
IN,CA,m,00-04,0.00057393,0.00057393
IN,CA,m,05-09,0.000390119,0.000482024
IN,CA,m,10-14,0.000580878,0.000514976
IN,CA,m,15-19,0.001105684,0.000692227
IN,CA,m,20-24,0.002402086,0.001362883
IN,CA,m,25-29,0.002044924,0.001850898
IN,CA,m,30-34,0.000783772,0.001743594
IN,CA,m,35-39,0.000489621,0.001106106
IN,CA,m,40-44,0.000600509,0.000624634
IN,CA,m,45-49,0.000318663,0.000469598
IN,CA,m,50-54,0.000561442,0.000493538
IN,CA,m,55-59,0.000384071,0.000421392
IN,CA,m,60-64,0.000341841,0.000429118
IN,CA,m,65-69,0.000432676,0.000386196
IN,CA,m,70-74,9.43809E-05,0.000289633
IN,CA,m,75-79,4.48E-05,0.000190632
IN,CA,m,80-84,0,4.64E-05
IN,CA,m,85-89,0.000202745,5.09E-05
IN,CA,m,90-94,0.003374066,0.000380779
IN,CA,m,95-99,0,0.000380779
IN,CA,f,00-04,0.000233508,0.000233508
IN,CA,f,05-09,0.000765676,0.000499592
IN,CA,f,10-14,0.000492917,0.000497367
IN,CA,f,15-19,0.000487191,0.000581928
IN,CA,f,20-24,0.001650498,0.000876868
IN,CA,f,25-29,0.001577919,0.001238536
IN,CA,f,30-34,0.000830422,0.001352946
IN,CA,f,35-39,0.000546559,0.000984967
IN,CA,f,40-44,0.000383211,0.000586731
IN,CA,f,45-49,0.000234758,0.000388176
IN,CA,f,50-54,0.000410605,0.000342858
IN,CA,f,55-59,0.000371661,0.000339008
IN,CA,f,60-64,0.000495626,0.000425964
IN,CA,f,65-69,0.000251429,0.000372905
IN,CA,f,70-74,9.38036E-05,0.000280286
IN,CA,f,75-79,0.000515204,0.000286812
IN,CA,f,80-84,6.85084E-05,0.000225839
IN,CA,f,85-89,0.000188977,0.000239865
IN,CA,f,90-94,0.000184675,9.89578E-05
IN,CA,f,95-99,0,7.61217E-05
IN,CO,m,00-04,0.000720106,0.000720106
IN,CO,m,05-09,0.000221658,0.000470882
IN,CO,m,10-14,9.56059E-05,0.00034579
IN,CO,m,15-19,0.000162519,0.000159928
IN,CO,m,20-24,0.000836874,0.000365
IN,CO,m,25-29,0.000586296,0.000528563
IN,CO,m,30-34,0.00060165,0.00067494
IN,CO,m,35-39,0.000407481,0.000531809
IN,CO,m,40-44,8.95361E-05,0.000366222
IN,CO,m,45-49,5.58E-05,0.000184273
IN,CO,m,50-54,0.000376224,0.000173854
IN,CO,m,55-59,8.46259E-05,0.000172217
IN,CO,m,60-64,0.000101576,0.000187475
IN,CO,m,65-69,0.000110136,9.87791E-05
IN,CO,m,70-74,0.000199652,0.000137121
IN,CO,m,75-79,0,0.000103263
IN,CO,m,80-84,7.73363E-05,9.23294E-05
IN,CO,m,85-89,0.000216261,6.42E-05
IN,CO,m,90-94,0.000562344,0.000121621
IN,CO,m,95-99,0,9.58422E-05
IN,CO,f,00-04,0.000478136,0.000478136
IN,CO,f,05-09,0.000124288,0.000301212
IN,CO,f,10-14,0.000345346,0.000315924
IN,CO,f,15-19,0.000234086,0.000234573
IN,CO,f,20-24,0.000869996,0.000483142
IN,CO,f,25-29,0.00073209,0.000612057
IN,CO,f,30-34,0.000385671,0.000662585
IN,CO,f,35-39,0.000265146,0.000460969
IN,CO,f,40-44,0.00013534,0.000262052
IN,CO,f,45-49,0.000237656,0.000212714
IN,CO,f,50-54,0.000119345,0.000164114
IN,CO,f,55-59,0.000195045,0.000184016
IN,CO,f,60-64,4.96E-05,0.000121318
IN,CO,f,65-69,0.000180935,0.000141848
IN,CO,f,70-74,0.000263255,0.000164584
IN,CO,f,75-79,0,0.000148063
IN,CO,f,80-84,4.57E-05,0.000102976
IN,CO,f,85-89,7.17E-05,3.24E-05
IN,CO,f,90-94,0,3.24E-05
IN,CO,f,95-99,0,1.72E-05
IN,CT,m,00-04,6.77022E-05,6.77022E-05
IN,CT,m,05-09,0,3.39E-05
IN,CT,m,10-14,6.37E-05,4.38E-05
IN,CT,m,15-19,0,2.12E-05
IN,CT,m,20-24,0.00017423,7.93223E-05
IN,CT,m,25-29,0.000116943,9.70576E-05
IN,CT,m,30-34,9.43128E-05,0.000128495
IN,CT,m,35-39,0.000156228,0.000122495
IN,CT,m,40-44,3.09E-05,9.3805E-05
IN,CT,m,45-49,3.82E-05,7.50944E-05
IN,CT,m,50-54,6.51E-05,4.47E-05
IN,CT,m,55-59,0,3.44E-05
IN,CT,m,60-64,0,2.17E-05
IN,CT,m,65-69,0,0
IN,CT,m,70-74,0,0
IN,CT,m,75-79,6.48E-05,2.16E-05
IN,CT,m,80-84,0,2.16E-05
IN,CT,m,85-89,0,2.16E-05
IN,CT,m,90-94,0,0
IN,CT,m,95-99,0,0
IN,CT,f,00-04,2.38E-05,2.38E-05
IN,CT,f,05-09,0,1.19E-05
IN,CT,f,10-14,7.45461E-05,3.28E-05
IN,CT,f,15-19,7.46148E-05,4.97E-05
IN,CT,f,20-24,0.000152579,0.00010058
IN,CT,f,25-29,0.000105729,0.000110974
IN,CT,f,30-34,0.000111598,0.000123302
IN,CT,f,35-39,9.59732E-05,0.000104433
IN,CT,f,40-44,2.89E-05,7.88215E-05
IN,CT,f,45-49,5.94E-05,6.14E-05
IN,CT,f,50-54,4.40E-05,4.41E-05
IN,CT,f,55-59,2.15E-05,4.17E-05
IN,CT,f,60-64,1.28E-05,2.61E-05
IN,CT,f,65-69,0,1.15E-05
IN,CT,f,70-74,0,4.28E-06
IN,CT,f,75-79,0,0
IN,CT,f,80-84,0,0
IN,CT,f,85-89,0,0
IN,CT,f,90-94,0,0
IN,CT,f,95-99,0,0
IN,DC,m,00-04,0,0
IN,DC,m,05-09,0,0
IN,DC,m,10-14,0,0
IN,DC,m,15-19,3.89E-05,1.30E-05
IN,DC,m,20-24,2.28E-05,2.06E-05
IN,DC,m,25-29,7.1114E-05,4.43E-05
IN,DC,m,30-34,0.000243912,0.000112625
IN,DC,m,35-39,0,0.000105009
IN,DC,m,40-44,1.54E-05,8.64499E-05
IN,DC,m,45-49,4.70E-05,2.08E-05
IN,DC,m,50-54,2.60E-05,2.95E-05
IN,DC,m,55-59,0,2.43E-05
IN,DC,m,60-64,5.08E-05,2.56E-05
IN,DC,m,65-69,0,1.69E-05
IN,DC,m,70-74,0,1.69E-05
IN,DC,m,75-79,0,0
IN,DC,m,80-84,0,0
IN,DC,m,85-89,0,0
IN,DC,m,90-94,0,0
IN,DC,m,95-99,0,0
IN,DC,f,00-04,0,0
IN,DC,f,05-09,0,0
IN,DC,f,10-14,0,0
IN,DC,f,15-19,0.000117043,3.90E-05
IN,DC,f,20-24,0.000283152,0.000133398
IN,DC,f,25-29,0.000169806,0.00019
IN,DC,f,30-34,0,0.000150986
IN,DC,f,35-39,4.23E-05,7.06999E-05
IN,DC,f,40-44,0,1.41E-05
IN,DC,f,45-49,0,1.41E-05
IN,DC,f,50-54,7.10E-06,2.37E-06
IN,DC,f,55-59,0,2.37E-06
IN,DC,f,60-64,2.75E-05,1.15E-05
IN,DC,f,65-69,0,9.18E-06
IN,DC,f,70-74,0,9.18E-06
IN,DC,f,75-79,6.72005E-05,2.24E-05
IN,DC,f,80-84,0,2.24E-05
IN,DC,f,85-89,0,2.24E-05
IN,DC,f,90-94,0,0
IN,DC,f,95-99,0,0
IN,DE,m,00-04,0,0
IN,DE,m,05-09,0,0
IN,DE,m,10-14,0,0
IN,DE,m,15-19,0,0
IN,DE,m,20-24,1.00E-05,3.33E-06
IN,DE,m,25-29,0,3.33E-06
IN,DE,m,30-34,5.53E-05,2.18E-05
IN,DE,m,35-39,0,1.84E-05
IN,DE,m,40-44,0,1.84E-05
IN,DE,m,45-49,0,0
IN,DE,m,50-54,0,0
IN,DE,m,55-59,0,0
IN,DE,m,60-64,3.91E-05,1.30E-05
IN,DE,m,65-69,0,1.30E-05
IN,DE,m,70-74,0,1.30E-05
IN,DE,m,75-79,0,0
IN,DE,m,80-84,0,0
IN,DE,m,85-89,0,0
IN,DE,m,90-94,0,0
IN,DE,m,95-99,0,0
IN,DE,f,00-04,0,0
IN,DE,f,05-09,0,0
IN,DE,f,10-14,0,0
IN,DE,f,15-19,1.46E-06,4.88E-07
IN,DE,f,20-24,0,4.88E-07
IN,DE,f,25-29,0,4.88E-07
IN,DE,f,30-34,3.77E-05,1.26E-05
IN,DE,f,35-39,5.21E-05,2.99E-05
IN,DE,f,40-44,2.74E-05,3.91E-05
IN,DE,f,45-49,1.88E-05,3.28E-05
IN,DE,f,50-54,0,1.54E-05
IN,DE,f,55-59,3.38E-05,1.75E-05
IN,DE,f,60-64,8.07687E-05,3.82E-05
IN,DE,f,65-69,0,3.82E-05
IN,DE,f,70-74,0,2.69E-05
IN,DE,f,75-79,3.36E-05,1.12E-05
IN,DE,f,80-84,0,1.12E-05
IN,DE,f,85-89,0,1.12E-05
IN,DE,f,90-94,0,0
IN,DE,f,95-99,0,0
IN,FL,m,00-04,0.000787808,0.000787808
IN,FL,m,05-09,0.000919143,0.000853475
IN,FL,m,10-14,0.000783679,0.00083021
IN,FL,m,15-19,0.001671028,0.001124616
IN,FL,m,20-24,0.001925096,0.001459934
IN,FL,m,25-29,0.001776271,0.001790798
IN,FL,m,30-34,0.000934997,0.001545455
IN,FL,m,35-39,0.00110809,0.001273119
IN,FL,m,40-44,0.000946304,0.000996464
IN,FL,m,45-49,0.001696109,0.001250168
IN,FL,m,50-54,0.000807434,0.001149949
IN,FL,m,55-59,0.000909728,0.001137757
IN,FL,m,60-64,0.001703346,0.001140169
IN,FL,m,65-69,0.001969334,0.001527469
IN,FL,m,70-74,0.002541025,0.002071235
IN,FL,m,75-79,0.002102486,0.002204281
IN,FL,m,80-84,0.001715459,0.002119657
IN,FL,m,85-89,0.001459761,0.001531681
IN,FL,m,90-94,0.002186895,0.001054335
IN,FL,m,95-99,0,0.000482516
IN,FL,f,00-04,0.000902264,0.000902264
IN,FL,f,05-09,0.001044941,0.000973603
IN,FL,f,10-14,0.000477703,0.000808303
IN,FL,f,15-19,0.001218708,0.000913784
IN,FL,f,20-24,0.001731189,0.001142533
IN,FL,f,25-29,0.001483404,0.001477767
IN,FL,f,30-34,0.00108316,0.001432584
IN,FL,f,35-39,0.001080105,0.001215556
IN,FL,f,40-44,0.001344281,0.001169182
IN,FL,f,45-49,0.00097526,0.001133215
IN,FL,f,50-54,0.000993123,0.001104222
IN,FL,f,55-59,0.001101162,0.001023182
IN,FL,f,60-64,0.001589674,0.001227986
IN,FL,f,65-69,0.002681128,0.001790654
IN,FL,f,70-74,0.001827657,0.00203282
IN,FL,f,75-79,0.000731739,0.001746841
IN,FL,f,80-84,0.000886042,0.001148479
IN,FL,f,85-89,0.001205546,0.000828204
IN,FL,f,90-94,0.000403976,0.000651727
IN,FL,f,95-99,0,0.000356379
IN,GA,m,00-04,0.000341589,0.000341589
IN,GA,m,05-09,0.000283723,0.000312656
IN,GA,m,10-14,0.000366489,0.0003306
IN,GA,m,15-19,0.000651465,0.000433892
IN,GA,m,20-24,0.001292442,0.000770132
IN,GA,m,25-29,0.001088835,0.001010914
IN,GA,m,30-34,0.000395138,0.000925472
IN,GA,m,35-39,0.000512169,0.000665381
IN,GA,m,40-44,0.000151285,0.000352864
IN,GA,m,45-49,0.000220274,0.000294576
IN,GA,m,50-54,0.000234416,0.000201992
IN,GA,m,55-59,0.000113919,0.000189537
IN,GA,m,60-64,0.000335981,0.000228106
IN,GA,m,65-69,9.70244E-05,0.000182308
IN,GA,m,70-74,0.000119791,0.000184266
IN,GA,m,75-79,1.49E-05,7.72541E-05
IN,GA,m,80-84,7.73363E-05,7.06913E-05
IN,GA,m,85-89,0.000243293,7.39331E-05
IN,GA,m,90-94,0.000437379,0.000113647
IN,GA,m,95-99,0,8.78687E-05
IN,GA,f,00-04,0.000386004,0.000386004
IN,GA,f,05-09,0.000469533,0.000427768
IN,GA,f,10-14,0.000126272,0.00032727
IN,GA,f,15-19,0.000395019,0.000330275
IN,GA,f,20-24,0.000889068,0.00047012
IN,GA,f,25-29,0.001106946,0.000797011
IN,GA,f,30-34,0.000410288,0.000802101
IN,GA,f,35-39,0.000468479,0.000661904
IN,GA,f,40-44,0.000328467,0.000402411
IN,GA,f,45-49,0.000144912,0.000313953
IN,GA,f,50-54,0.000187543,0.000220307
IN,GA,f,55-59,0.000225761,0.000186072
IN,GA,f,60-64,0.000266169,0.000226491
IN,GA,f,65-69,0.000383018,0.00029165
IN,GA,f,70-74,0.000214841,0.000288009
IN,GA,f,75-79,0.000242668,0.000280176
IN,GA,f,80-84,0.000315139,0.000257549
IN,GA,f,85-89,0.000215043,0.000237477
IN,GA,f,90-94,0.000519397,0.000243291
IN,GA,f,95-99,0,0.000138245
IN,HI,m,00-04,3.54E-05,3.54E-05
IN,HI,m,05-09,7.38861E-05,5.46E-05
IN,HI,m,10-14,0,3.64E-05
IN,HI,m,15-19,5.28E-05,4.22E-05
IN,HI,m,20-24,0.000182798,7.85275E-05
IN,HI,m,25-29,0,7.85275E-05
IN,HI,m,30-34,0,6.09E-05
IN,HI,m,35-39,3.06E-05,1.02E-05
IN,HI,m,40-44,0,1.02E-05
IN,HI,m,45-49,0,1.02E-05
IN,HI,m,50-54,0,0
IN,HI,m,55-59,1.63E-06,5.42E-07
IN,HI,m,60-64,3.91E-05,1.36E-05
IN,HI,m,65-69,0,1.36E-05
IN,HI,m,70-74,6.89707E-05,3.60E-05
IN,HI,m,75-79,0,2.30E-05
IN,HI,m,80-84,0,2.30E-05
IN,HI,m,85-89,0,0
IN,HI,m,90-94,0,0
IN,HI,m,95-99,0,0
IN,HI,f,00-04,0,0
IN,HI,f,05-09,0.000101272,5.06E-05
IN,HI,f,10-14,0.00011258,7.12839E-05
IN,HI,f,15-19,0,7.12839E-05
IN,HI,f,20-24,0.000107099,7.32262E-05
IN,HI,f,25-29,0.000107331,7.14765E-05
IN,HI,f,30-34,7.87753E-05,9.77349E-05
IN,HI,f,35-39,0,6.20E-05
IN,HI,f,40-44,4.71E-05,4.20E-05
IN,HI,f,45-49,0,1.57E-05
IN,HI,f,50-54,0,1.57E-05
IN,HI,f,55-59,0,0
IN,HI,f,60-64,3.12E-05,1.04E-05
IN,HI,f,65-69,0,1.04E-05
IN,HI,f,70-74,4.54E-05,2.55E-05
IN,HI,f,75-79,0,1.51E-05
IN,HI,f,80-84,0,1.51E-05
IN,HI,f,85-89,0,0
IN,HI,f,90-94,0,0
IN,HI,f,95-99,0,0
IN,IA,m,00-04,0.000106169,0.000106169
IN,IA,m,05-09,0.000137428,0.000121799
IN,IA,m,10-14,0.0001014,0.000114999
IN,IA,m,15-19,0.000258363,0.000165731
IN,IA,m,20-24,0.000281338,0.000213701
IN,IA,m,25-29,0.000267073,0.000268925
IN,IA,m,30-34,0.000354486,0.000300966
IN,IA,m,35-39,0.000220652,0.000280737
IN,IA,m,40-44,0.000220753,0.000265297
IN,IA,m,45-49,6.46E-05,0.000168673
IN,IA,m,50-54,0.000163513,0.000149626
IN,IA,m,55-59,0.00026527,0.000164465
IN,IA,m,60-64,1.17E-05,0.000146834
IN,IA,m,65-69,0,9.233E-05
IN,IA,m,70-74,6.53E-05,2.57E-05
IN,IA,m,75-79,8.96795E-05,5.17E-05
IN,IA,m,80-84,0,5.17E-05
IN,IA,m,85-89,0,2.99E-05
IN,IA,m,90-94,0,0
IN,IA,m,95-99,0,0
IN,IA,f,00-04,0.000112783,0.000112783
IN,IA,f,05-09,3.84E-05,7.55718E-05
IN,IA,f,10-14,9.43236E-05,8.18224E-05
IN,IA,f,15-19,0.000182879,0.000105188
IN,IA,f,20-24,0.000205395,0.000160866
IN,IA,f,25-29,0.000384468,0.000257581
IN,IA,f,30-34,0.000216632,0.000268832
IN,IA,f,35-39,1.79E-05,0.000206331
IN,IA,f,40-44,0.000258516,0.000164347
IN,IA,f,45-49,9.70913E-05,0.0001245
IN,IA,f,50-54,7.10389E-05,0.000142215
IN,IA,f,55-59,3.07E-05,6.63E-05
IN,IA,f,60-64,1.28E-05,3.82E-05
IN,IA,f,65-69,0.000199733,8.10996E-05
